timeSeriesDesc,geoLevelValueDesc,label,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,Midvaal,25-29,4772,4.3,4730,4.2,Gauteng,Sedibeng,Midvaal,DsAgeGroups
Census 2022,Midvaal,20-24,4491,4.0,4045,3.6,Gauteng,Sedibeng,Midvaal,DsAgeGroups
Census 2022,Midvaal,15-19,3937,3.5,3961,3.5,Gauteng,Sedibeng,Midvaal,DsAgeGroups
Census 2022,Midvaal,10-14,4312,3.8,4290,3.8,Gauteng,Sedibeng,Midvaal,DsAgeGroups
Census 2022,Midvaal,5-9,3966,3.5,3879,3.5,Gauteng,Sedibeng,Midvaal,DsAgeGroups
Census 2022,Midvaal,0-4,4256,3.8,4300,3.8,Gauteng,Sedibeng,Midvaal,DsAgeGroups
Census 2022,Merafong City,85+,157,0.1,406,0.2,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,80-84,306,0.1,568,0.3,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,75-79,615,0.3,1043,0.5,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,70-74,1223,0.5,1804,0.8,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,65-69,2131,0.9,2666,1.2,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,60-64,3365,1.5,3696,1.6,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,55-59,4766,2.1,4709,2.1,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,50-54,5685,2.5,5059,2.2,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,45-49,6627,2.9,5651,2.5,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,40-44,9700,4.3,8080,3.6,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,35-39,11506,5.1,9927,4.4,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,30-34,12049,5.3,11210,5.0,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,25-29,11003,4.9,10652,4.7,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,20-24,10293,4.6,9677,4.3,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,15-19,8294,3.7,8011,3.6,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,10-14,9010,4.0,8863,3.9,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,5-9,8376,3.7,8446,3.7,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Merafong City,0-4,9678,4.3,10215,4.5,Gauteng,West Rand,Merafong City,DsAgeGroups
Census 2022,Mogale City,85+,517,0.1,1087,0.2,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,80-84,911,0.2,1555,0.4,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,75-79,1786,0.4,2490,0.6,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,70-74,3066,0.7,3783,0.9,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,65-69,4759,1.1,5849,1.3,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,60-64,6612,1.5,8056,1.8,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,55-59,8692,2.0,9433,2.2,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,50-54,10146,2.3,10692,2.4,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,45-49,12753,2.9,11993,2.7,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,40-44,17590,4.0,15824,3.6,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,35-39,21505,4.9,19211,4.4,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,30-34,22668,5.2,20725,4.7,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,25-29,23076,5.3,21077,4.8,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,20-24,21239,4.8,19381,4.4,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,15-19,15889,3.6,15363,3.5,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,10-14,16165,3.7,16062,3.7,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,5-9,15655,3.6,15089,3.4,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Mogale City,0-4,18565,4.2,18868,4.3,Gauteng,West Rand,Mogale City,DsAgeGroups
Census 2022,Rand West City,85+,284,0.1,720,0.2,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,80-84,514,0.2,900,0.3,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,75-79,992,0.3,1607,0.5,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,70-74,1785,0.5,2560,0.8,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,65-69,3194,1.0,3939,1.2,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,60-64,4870,1.5,5708,1.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,55-59,6459,1.9,6929,2.1,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,50-54,7584,2.3,7632,2.3,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,45-49,9503,2.8,8942,2.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,40-44,13341,4.0,12046,3.6,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,35-39,16388,4.9,14783,4.4,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,30-34,16809,5.0,15785,4.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,25-29,17174,5.1,15814,4.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,20-24,16952,5.1,15808,4.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,15-19,12128,3.6,12351,3.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,10-14,13225,4.0,12835,3.8,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,5-9,12970,3.9,12221,3.7,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Rand West City,0-4,14550,4.3,15463,4.6,Gauteng,West Rand,Rand West City,DsAgeGroups
Census 2022,Dannhauser,85+,109,0.1,419,0.3,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,80-84,186,0.1,560,0.4,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,75-79,408,0.3,827,0.6,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,70-74,795,0.6,1375,1.0,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,65-69,1417,1.0,2099,1.5,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,60-64,1650,1.2,2432,1.7,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,55-59,1986,1.4,2822,2.0,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,50-54,2210,1.5,2593,1.8,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,45-49,2812,2.0,3131,2.2,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,40-44,3846,2.7,3858,2.7,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,35-39,4811,3.4,5215,3.7,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,30-34,5291,3.7,5454,3.8,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,25-29,5940,4.2,6641,4.7,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,20-24,6483,4.5,6312,4.4,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,15-19,7467,5.2,7257,5.1,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,10-14,7916,5.5,8099,5.7,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,5-9,7608,5.3,7250,5.1,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Dannhauser,0-4,7903,5.5,7569,5.3,KwaZulu-Natal,Amajuba,Dannhauser,DsAgeGroups
Census 2022,Emadlangeni,85+,49,0.1,140,0.4,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,80-84,72,0.2,128,0.3,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,75-79,134,0.4,230,0.6,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,70-74,282,0.8,323,0.9,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,65-69,459,1.2,551,1.5,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,60-64,606,1.6,740,2.0,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,55-59,606,1.6,763,2.1,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,50-54,694,1.9,751,2.0,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,45-49,879,2.4,929,2.5,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,40-44,1127,3.0,1098,3.0,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,35-39,1306,3.5,1379,3.7,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,30-34,1495,4.0,1345,3.6,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,25-29,1562,4.2,1663,4.5,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,20-24,1673,4.5,1641,4.4,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,15-19,1868,5.1,1626,4.4,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,10-14,1873,5.1,1838,5.0,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,5-9,1601,4.3,1720,4.7,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Emadlangeni,0-4,1903,5.1,1891,5.1,KwaZulu-Natal,Amajuba,Emadlangeni,DsAgeGroups
Census 2022,Newcastle,85+,501,0.1,1274,0.3,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,80-84,774,0.2,1886,0.4,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,75-79,1506,0.3,3131,0.6,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,70-74,2813,0.6,5130,1.0,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,65-69,5123,1.0,7736,1.5,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,60-64,6196,1.2,9610,1.9,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,55-59,7367,1.5,10557,2.1,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,50-54,8383,1.7,10933,2.2,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,45-49,11082,2.2,12549,2.5,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,40-44,15585,3.1,15668,3.1,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,35-39,20457,4.0,20528,4.0,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,30-34,22699,4.5,22164,4.4,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,25-29,23394,4.6,24400,4.8,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,20-24,23461,4.6,24493,4.8,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,15-19,23620,4.7,23492,4.6,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,10-14,23858,4.7,24109,4.7,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,5-9,22430,4.4,22743,4.5,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,Newcastle,0-4,24179,4.8,23871,4.7,KwaZulu-Natal,Amajuba,Newcastle,DsAgeGroups
Census 2022,eThekwini,85+,4830,0.1,12015,0.3,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,80-84,8980,0.2,16265,0.4,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,75-79,18802,0.4,29339,0.7,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,70-74,33006,0.8,48046,1.1,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,65-69,49217,1.2,67531,1.6,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,60-64,63343,1.5,85111,2.0,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,55-59,76041,1.8,97961,2.3,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,50-54,89328,2.1,102717,2.4,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,45-49,116192,2.7,120986,2.9,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,40-44,175578,4.1,160941,3.8,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,35-39,220501,5.2,204012,4.8,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,30-34,230129,5.4,215406,5.1,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,25-29,206865,4.9,217209,5.1,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,20-24,179862,4.2,193958,4.6,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,15-19,152852,3.6,153472,3.6,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,10-14,155805,3.7,153891,3.6,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,5-9,140083,3.3,139301,3.3,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,eThekwini,0-4,150886,3.6,149390,3.5,KwaZulu-Natal,eThekwini,eThekwini,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,85+,125,0.1,508,0.4,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,80-84,176,0.1,545,0.4,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,75-79,392,0.3,936,0.7,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,70-74,788,0.6,1453,1.1,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,65-69,1369,1.1,2128,1.7,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,60-64,1597,1.2,2400,1.9,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,55-59,1840,1.4,2943,2.3,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,50-54,2174,1.7,3013,2.3,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,45-49,2497,1.9,3162,2.5,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,40-44,3159,2.5,3418,2.7,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,35-39,4431,3.4,4699,3.7,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,30-34,4725,3.7,5059,3.9,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,25-29,4914,3.8,5625,4.4,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,20-24,5132,4.0,5080,4.0,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,15-19,6208,4.8,5882,4.6,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,10-14,7429,5.8,7112,5.5,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,5-9,6776,5.3,6782,5.3,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Dr Nkosazana Dlamini Zuma,0-4,7140,5.6,6948,5.4,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAgeGroups
Census 2022,Greater Kokstad,85+,37,0.0,193,0.2,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,80-84,60,0.1,168,0.2,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,75-79,133,0.2,312,0.4,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,70-74,243,0.3,438,0.5,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,65-69,498,0.6,762,0.9,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,60-64,744,0.9,1092,1.3,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,55-59,943,1.2,1445,1.8,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,50-54,1281,1.6,1738,2.1,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,45-49,1721,2.1,2065,2.5,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,40-44,2712,3.3,2813,3.4,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,35-39,3663,4.5,3515,4.3,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,30-34,4285,5.2,4021,4.9,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,25-29,3900,4.8,4374,5.4,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,20-24,3785,4.6,4145,5.1,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,15-19,3597,4.4,3782,4.6,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,10-14,3737,4.6,4013,4.9,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,5-9,3559,4.4,3673,4.5,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Greater Kokstad,0-4,4149,5.1,4079,5.0,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAgeGroups
Census 2022,Ubuhlebezwe,85+,117,0.1,596,0.4,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,80-84,202,0.2,576,0.4,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,75-79,403,0.3,955,0.7,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,70-74,837,0.6,1613,1.2,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,65-69,1370,1.0,2298,1.7,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,60-64,1723,1.3,2788,2.1,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,55-59,2070,1.6,3207,2.4,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,50-54,2081,1.6,3047,2.3,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,45-49,2559,1.9,3202,2.4,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,40-44,3201,2.4,3556,2.7,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,35-39,4630,3.5,4959,3.7,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,30-34,4820,3.6,5156,3.9,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,25-29,5323,4.0,5718,4.3,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,20-24,5130,3.9,4760,3.6,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,15-19,6639,5.0,6297,4.7,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,10-14,7592,5.7,7514,5.6,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,5-9,6999,5.3,7261,5.5,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Ubuhlebezwe,0-4,6921,5.2,6912,5.2,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAgeGroups
Census 2022,Umzimkhulu,85+,197,0.1,1017,0.5,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,80-84,315,0.1,1036,0.5,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,75-79,681,0.3,1590,0.7,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,70-74,1181,0.5,2451,1.1,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,65-69,1862,0.8,3486,1.6,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,60-64,2824,1.3,4222,1.9,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,55-59,2715,1.2,4696,2.1,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,50-54,2864,1.3,4692,2.1,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,45-49,3508,1.6,4940,2.2,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,40-44,4303,2.0,5810,2.6,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,35-39,5959,2.7,7287,3.3,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,30-34,6724,3.0,8167,3.7,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,25-29,7634,3.5,9750,4.4,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,20-24,8376,3.8,9412,4.3,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,15-19,11695,5.3,10942,5.0,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,10-14,13629,6.2,13265,6.0,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,5-9,13165,6.0,13213,6.0,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,Umzimkhulu,0-4,13782,6.2,13226,6.0,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAgeGroups
Census 2022,KwaDukuza,85+,365,0.1,734,0.2,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,80-84,772,0.2,1187,0.4,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,75-79,1509,0.5,2213,0.7,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,70-74,2480,0.8,3410,1.0,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,65-69,3301,1.0,4730,1.5,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,60-64,4192,1.3,5809,1.8,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,55-59,5187,1.6,6862,2.1,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,50-54,6250,1.9,7622,2.3,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
Census 2022,KwaDukuza,45-49,8438,2.6,9533,2.9,KwaZulu-Natal,iLembe,KwaDukuza,DsAgeGroups
