timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Setsoto,Piped (tap) water on community stand,3.0,Free State,Thabo Mofutsanyane,Setsoto,DsAccessToPipedWaters
Census 2022,Municipality,Setsoto,No access to piped water,3.5,Free State,Thabo Mofutsanyane,Setsoto,DsAccessToPipedWaters
Census 2022,Municipality,Kopanong,Piped (tap) water inside the dwelling,51.7,Free State,Xhariep,Kopanong,DsAccessToPipedWaters
Census 2022,Municipality,Kopanong,Piped (tap) water inside the yard,40.4,Free State,Xhariep,Kopanong,DsAccessToPipedWaters
Census 2022,Municipality,Kopanong,Piped (tap) water on community stand,4.0,Free State,Xhariep,Kopanong,DsAccessToPipedWaters
Census 2022,Municipality,Kopanong,No access to piped water,3.9,Free State,Xhariep,Kopanong,DsAccessToPipedWaters
Census 2022,Municipality,Letsemeng,Piped (tap) water inside the dwelling,53.2,Free State,Xhariep,Letsemeng,DsAccessToPipedWaters
Census 2022,Municipality,Letsemeng,Piped (tap) water inside the yard,37.4,Free State,Xhariep,Letsemeng,DsAccessToPipedWaters
Census 2022,Municipality,Letsemeng,Piped (tap) water on community stand,5.5,Free State,Xhariep,Letsemeng,DsAccessToPipedWaters
Census 2022,Municipality,Letsemeng,No access to piped water,4.0,Free State,Xhariep,Letsemeng,DsAccessToPipedWaters
Census 2022,Municipality,Mohokare,Piped (tap) water inside the dwelling,32.2,Free State,Xhariep,Mohokare,DsAccessToPipedWaters
Census 2022,Municipality,Mohokare,Piped (tap) water inside the yard,59.7,Free State,Xhariep,Mohokare,DsAccessToPipedWaters
Census 2022,Municipality,Mohokare,Piped (tap) water on community stand,5.7,Free State,Xhariep,Mohokare,DsAccessToPipedWaters
Census 2022,Municipality,Mohokare,No access to piped water,2.4,Free State,Xhariep,Mohokare,DsAccessToPipedWaters
Census 2022,Municipality,City of Johannesburg,Piped (tap) water inside the dwelling,77.1,Gauteng,City of Johannesburg,City of Johannesburg,DsAccessToPipedWaters
Census 2022,Municipality,City of Johannesburg,Piped (tap) water inside the yard,18.3,Gauteng,City of Johannesburg,City of Johannesburg,DsAccessToPipedWaters
Census 2022,Municipality,City of Johannesburg,Piped (tap) water on community stand,2.9,Gauteng,City of Johannesburg,City of Johannesburg,DsAccessToPipedWaters
Census 2022,Municipality,City of Johannesburg,No access to piped water,1.7,Gauteng,City of Johannesburg,City of Johannesburg,DsAccessToPipedWaters
Census 2022,Municipality,City of Tshwane,Piped (tap) water inside the dwelling,71.3,Gauteng,City of Tshwane,City of Tshwane,DsAccessToPipedWaters
Census 2022,Municipality,City of Tshwane,Piped (tap) water inside the yard,20.2,Gauteng,City of Tshwane,City of Tshwane,DsAccessToPipedWaters
Census 2022,Municipality,City of Tshwane,Piped (tap) water on community stand,3.6,Gauteng,City of Tshwane,City of Tshwane,DsAccessToPipedWaters
Census 2022,Municipality,City of Tshwane,No access to piped water,4.8,Gauteng,City of Tshwane,City of Tshwane,DsAccessToPipedWaters
Census 2022,Municipality,Ekurhuleni,Piped (tap) water inside the dwelling,73.8,Gauteng,Ekurhuleni,Ekurhuleni,DsAccessToPipedWaters
Census 2022,Municipality,Ekurhuleni,Piped (tap) water inside the yard,20.3,Gauteng,Ekurhuleni,Ekurhuleni,DsAccessToPipedWaters
Census 2022,Municipality,Ekurhuleni,Piped (tap) water on community stand,5.2,Gauteng,Ekurhuleni,Ekurhuleni,DsAccessToPipedWaters
Census 2022,Municipality,Ekurhuleni,No access to piped water,0.8,Gauteng,Ekurhuleni,Ekurhuleni,DsAccessToPipedWaters
Census 2022,Municipality,Emfuleni,Piped (tap) water inside the dwelling,80.4,Gauteng,Sedibeng,Emfuleni,DsAccessToPipedWaters
Census 2022,Municipality,Emfuleni,Piped (tap) water inside the yard,16.7,Gauteng,Sedibeng,Emfuleni,DsAccessToPipedWaters
Census 2022,Municipality,Emfuleni,Piped (tap) water on community stand,2.2,Gauteng,Sedibeng,Emfuleni,DsAccessToPipedWaters
Census 2022,Municipality,Emfuleni,No access to piped water,0.7,Gauteng,Sedibeng,Emfuleni,DsAccessToPipedWaters
Census 2022,Municipality,Lesedi,Piped (tap) water inside the dwelling,72.8,Gauteng,Sedibeng,Lesedi,DsAccessToPipedWaters
Census 2022,Municipality,Lesedi,Piped (tap) water inside the yard,24.6,Gauteng,Sedibeng,Lesedi,DsAccessToPipedWaters
Census 2022,Municipality,Lesedi,Piped (tap) water on community stand,1.9,Gauteng,Sedibeng,Lesedi,DsAccessToPipedWaters
Census 2022,Municipality,Lesedi,No access to piped water,0.7,Gauteng,Sedibeng,Lesedi,DsAccessToPipedWaters
Census 2022,Municipality,Midvaal,Piped (tap) water inside the dwelling,87.1,Gauteng,Sedibeng,Midvaal,DsAccessToPipedWaters
Census 2022,Municipality,Midvaal,Piped (tap) water inside the yard,7.6,Gauteng,Sedibeng,Midvaal,DsAccessToPipedWaters
Census 2022,Municipality,Midvaal,Piped (tap) water on community stand,2.8,Gauteng,Sedibeng,Midvaal,DsAccessToPipedWaters
Census 2022,Municipality,Midvaal,No access to piped water,2.5,Gauteng,Sedibeng,Midvaal,DsAccessToPipedWaters
Census 2022,Municipality,Merafong City,Piped (tap) water inside the dwelling,81.9,Gauteng,West Rand,Merafong City,DsAccessToPipedWaters
Census 2022,Municipality,Merafong City,Piped (tap) water inside the yard,13.9,Gauteng,West Rand,Merafong City,DsAccessToPipedWaters
Census 2022,Municipality,Merafong City,Piped (tap) water on community stand,2.8,Gauteng,West Rand,Merafong City,DsAccessToPipedWaters
Census 2022,Municipality,Merafong City,No access to piped water,1.3,Gauteng,West Rand,Merafong City,DsAccessToPipedWaters
Census 2022,Municipality,Mogale City,Piped (tap) water inside the dwelling,71.6,Gauteng,West Rand,Mogale City,DsAccessToPipedWaters
Census 2022,Municipality,Mogale City,Piped (tap) water inside the yard,20.0,Gauteng,West Rand,Mogale City,DsAccessToPipedWaters
Census 2022,Municipality,Mogale City,Piped (tap) water on community stand,6.9,Gauteng,West Rand,Mogale City,DsAccessToPipedWaters
Census 2022,Municipality,Mogale City,No access to piped water,1.5,Gauteng,West Rand,Mogale City,DsAccessToPipedWaters
Census 2022,Municipality,Rand West City,Piped (tap) water inside the dwelling,79.6,Gauteng,West Rand,Rand West City,DsAccessToPipedWaters
Census 2022,Municipality,Rand West City,Piped (tap) water inside the yard,17.2,Gauteng,West Rand,Rand West City,DsAccessToPipedWaters
Census 2022,Municipality,Rand West City,Piped (tap) water on community stand,2.3,Gauteng,West Rand,Rand West City,DsAccessToPipedWaters
Census 2022,Municipality,Rand West City,No access to piped water,0.8,Gauteng,West Rand,Rand West City,DsAccessToPipedWaters
Census 2022,Municipality,Dannhauser,Piped (tap) water inside the dwelling,25.4,KwaZulu-Natal,Amajuba,Dannhauser,DsAccessToPipedWaters
Census 2022,Municipality,Dannhauser,Piped (tap) water inside the yard,43.7,KwaZulu-Natal,Amajuba,Dannhauser,DsAccessToPipedWaters
Census 2022,Municipality,Dannhauser,Piped (tap) water on community stand,16.6,KwaZulu-Natal,Amajuba,Dannhauser,DsAccessToPipedWaters
Census 2022,Municipality,Dannhauser,No access to piped water,14.4,KwaZulu-Natal,Amajuba,Dannhauser,DsAccessToPipedWaters
Census 2022,Municipality,Emadlangeni,Piped (tap) water inside the dwelling,43.7,KwaZulu-Natal,Amajuba,Emadlangeni,DsAccessToPipedWaters
Census 2022,Municipality,Emadlangeni,Piped (tap) water inside the yard,22.5,KwaZulu-Natal,Amajuba,Emadlangeni,DsAccessToPipedWaters
Census 2022,Municipality,Emadlangeni,Piped (tap) water on community stand,9.5,KwaZulu-Natal,Amajuba,Emadlangeni,DsAccessToPipedWaters
Census 2022,Municipality,Emadlangeni,No access to piped water,24.3,KwaZulu-Natal,Amajuba,Emadlangeni,DsAccessToPipedWaters
Census 2022,Municipality,Newcastle,Piped (tap) water inside the dwelling,58.2,KwaZulu-Natal,Amajuba,Newcastle,DsAccessToPipedWaters
Census 2022,Municipality,Newcastle,Piped (tap) water inside the yard,37.6,KwaZulu-Natal,Amajuba,Newcastle,DsAccessToPipedWaters
Census 2022,Municipality,Newcastle,Piped (tap) water on community stand,2.4,KwaZulu-Natal,Amajuba,Newcastle,DsAccessToPipedWaters
Census 2022,Municipality,Newcastle,No access to piped water,1.8,KwaZulu-Natal,Amajuba,Newcastle,DsAccessToPipedWaters
Census 2022,Municipality,eThekwini,Piped (tap) water inside the dwelling,69.8,KwaZulu-Natal,eThekwini,eThekwini,DsAccessToPipedWaters
Census 2022,Municipality,eThekwini,Piped (tap) water inside the yard,19.7,KwaZulu-Natal,eThekwini,eThekwini,DsAccessToPipedWaters
Census 2022,Municipality,eThekwini,Piped (tap) water on community stand,7.2,KwaZulu-Natal,eThekwini,eThekwini,DsAccessToPipedWaters
Census 2022,Municipality,eThekwini,No access to piped water,3.4,KwaZulu-Natal,eThekwini,eThekwini,DsAccessToPipedWaters
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Piped (tap) water inside the dwelling,26.2,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAccessToPipedWaters
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Piped (tap) water inside the yard,23.9,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAccessToPipedWaters
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Piped (tap) water on community stand,18.0,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAccessToPipedWaters
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,No access to piped water,31.9,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsAccessToPipedWaters
Census 2022,Municipality,Greater Kokstad,Piped (tap) water inside the dwelling,55.5,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAccessToPipedWaters
Census 2022,Municipality,Greater Kokstad,Piped (tap) water inside the yard,29.4,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAccessToPipedWaters
Census 2022,Municipality,Greater Kokstad,Piped (tap) water on community stand,11.3,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAccessToPipedWaters
Census 2022,Municipality,Greater Kokstad,No access to piped water,3.7,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsAccessToPipedWaters
Census 2022,Municipality,Ubuhlebezwe,Piped (tap) water inside the dwelling,23.3,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAccessToPipedWaters
Census 2022,Municipality,Ubuhlebezwe,Piped (tap) water inside the yard,16.9,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAccessToPipedWaters
Census 2022,Municipality,Ubuhlebezwe,Piped (tap) water on community stand,27.4,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAccessToPipedWaters
Census 2022,Municipality,Ubuhlebezwe,No access to piped water,32.4,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsAccessToPipedWaters
Census 2022,Municipality,Umzimkhulu,Piped (tap) water inside the dwelling,20.5,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAccessToPipedWaters
Census 2022,Municipality,Umzimkhulu,Piped (tap) water inside the yard,18.5,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAccessToPipedWaters
Census 2022,Municipality,Umzimkhulu,Piped (tap) water on community stand,22.9,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAccessToPipedWaters
Census 2022,Municipality,Umzimkhulu,No access to piped water,38.1,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsAccessToPipedWaters
Census 2022,Municipality,KwaDukuza,Piped (tap) water inside the dwelling,52.6,KwaZulu-Natal,iLembe,KwaDukuza,DsAccessToPipedWaters
Census 2022,Municipality,KwaDukuza,Piped (tap) water inside the yard,20.2,KwaZulu-Natal,iLembe,KwaDukuza,DsAccessToPipedWaters
Census 2022,Municipality,KwaDukuza,Piped (tap) water on community stand,23.1,KwaZulu-Natal,iLembe,KwaDukuza,DsAccessToPipedWaters
Census 2022,Municipality,KwaDukuza,No access to piped water,4.1,KwaZulu-Natal,iLembe,KwaDukuza,DsAccessToPipedWaters
Census 2022,Municipality,Mandeni,Piped (tap) water inside the dwelling,40.1,KwaZulu-Natal,iLembe,Mandeni,DsAccessToPipedWaters
Census 2022,Municipality,Mandeni,Piped (tap) water inside the yard,27.7,KwaZulu-Natal,iLembe,Mandeni,DsAccessToPipedWaters
Census 2022,Municipality,Mandeni,Piped (tap) water on community stand,14.5,KwaZulu-Natal,iLembe,Mandeni,DsAccessToPipedWaters
Census 2022,Municipality,Mandeni,No access to piped water,17.7,KwaZulu-Natal,iLembe,Mandeni,DsAccessToPipedWaters
Census 2022,Municipality,Maphumulo,Piped (tap) water inside the dwelling,17.9,KwaZulu-Natal,iLembe,Maphumulo,DsAccessToPipedWaters
Census 2022,Municipality,Maphumulo,Piped (tap) water inside the yard,30.5,KwaZulu-Natal,iLembe,Maphumulo,DsAccessToPipedWaters
Census 2022,Municipality,Maphumulo,Piped (tap) water on community stand,10.5,KwaZulu-Natal,iLembe,Maphumulo,DsAccessToPipedWaters
Census 2022,Municipality,Maphumulo,No access to piped water,41.1,KwaZulu-Natal,iLembe,Maphumulo,DsAccessToPipedWaters
Census 2022,Municipality,Ndwedwe,Piped (tap) water inside the dwelling,21.9,KwaZulu-Natal,iLembe,Ndwedwe,DsAccessToPipedWaters
Census 2022,Municipality,Ndwedwe,Piped (tap) water inside the yard,23.5,KwaZulu-Natal,iLembe,Ndwedwe,DsAccessToPipedWaters
Census 2022,Municipality,Ndwedwe,Piped (tap) water on community stand,8.6,KwaZulu-Natal,iLembe,Ndwedwe,DsAccessToPipedWaters
Census 2022,Municipality,Ndwedwe,No access to piped water,46.0,KwaZulu-Natal,iLembe,Ndwedwe,DsAccessToPipedWaters
Census 2022,Municipality,Mfolozi,Piped (tap) water inside the dwelling,23.3,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsAccessToPipedWaters
Census 2022,Municipality,Mfolozi,Piped (tap) water inside the yard,37.6,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsAccessToPipedWaters
Census 2022,Municipality,Mfolozi,Piped (tap) water on community stand,11.7,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsAccessToPipedWaters
Census 2022,Municipality,Mfolozi,No access to piped water,27.5,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsAccessToPipedWaters
Census 2022,Municipality,Mthonjaneni,Piped (tap) water inside the dwelling,32.7,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsAccessToPipedWaters
Census 2022,Municipality,Mthonjaneni,Piped (tap) water inside the yard,28.3,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsAccessToPipedWaters
Census 2022,Municipality,Mthonjaneni,Piped (tap) water on community stand,20.0,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsAccessToPipedWaters
Census 2022,Municipality,Mthonjaneni,No access to piped water,19.0,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsAccessToPipedWaters
Census 2022,Municipality,Nkandla,Piped (tap) water inside the dwelling,17.8,KwaZulu-Natal,King Cetshwayo,Nkandla,DsAccessToPipedWaters
Census 2022,Municipality,Nkandla,Piped (tap) water inside the yard,52.6,KwaZulu-Natal,King Cetshwayo,Nkandla,DsAccessToPipedWaters
Census 2022,Municipality,Nkandla,Piped (tap) water on community stand,9.1,KwaZulu-Natal,King Cetshwayo,Nkandla,DsAccessToPipedWaters
Census 2022,Municipality,Nkandla,No access to piped water,20.5,KwaZulu-Natal,King Cetshwayo,Nkandla,DsAccessToPipedWaters
Census 2022,Municipality,uMhlathuze,Piped (tap) water inside the dwelling,58.0,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsAccessToPipedWaters
Census 2022,Municipality,uMhlathuze,Piped (tap) water inside the yard,34.9,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsAccessToPipedWaters
Census 2022,Municipality,uMhlathuze,Piped (tap) water on community stand,2.8,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsAccessToPipedWaters
Census 2022,Municipality,uMhlathuze,No access to piped water,4.2,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsAccessToPipedWaters
Census 2022,Municipality,uMlalazi,Piped (tap) water inside the dwelling,31.3,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsAccessToPipedWaters
Census 2022,Municipality,uMlalazi,Piped (tap) water inside the yard,30.7,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsAccessToPipedWaters
Census 2022,Municipality,uMlalazi,Piped (tap) water on community stand,14.9,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsAccessToPipedWaters
Census 2022,Municipality,uMlalazi,No access to piped water,23.1,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsAccessToPipedWaters
Census 2022,Municipality,Ray Nkonyeni,Piped (tap) water inside the dwelling,42.5,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsAccessToPipedWaters
Census 2022,Municipality,Ray Nkonyeni,Piped (tap) water inside the yard,21.2,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsAccessToPipedWaters
Census 2022,Municipality,Ray Nkonyeni,Piped (tap) water on community stand,27.7,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsAccessToPipedWaters
Census 2022,Municipality,Ray Nkonyeni,No access to piped water,8.5,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsAccessToPipedWaters
Census 2022,Municipality,Umdoni,Piped (tap) water inside the dwelling,41.5,KwaZulu-Natal,Ugu,Umdoni,DsAccessToPipedWaters
Census 2022,Municipality,Umdoni,Piped (tap) water inside the yard,15.2,KwaZulu-Natal,Ugu,Umdoni,DsAccessToPipedWaters
Census 2022,Municipality,Umdoni,Piped (tap) water on community stand,18.1,KwaZulu-Natal,Ugu,Umdoni,DsAccessToPipedWaters
Census 2022,Municipality,Umdoni,No access to piped water,25.2,KwaZulu-Natal,Ugu,Umdoni,DsAccessToPipedWaters
Census 2022,Municipality,uMuziwabantu,Piped (tap) water inside the dwelling,23.3,KwaZulu-Natal,Ugu,uMuziwabantu,DsAccessToPipedWaters
Census 2022,Municipality,uMuziwabantu,Piped (tap) water inside the yard,7.5,KwaZulu-Natal,Ugu,uMuziwabantu,DsAccessToPipedWaters
Census 2022,Municipality,uMuziwabantu,Piped (tap) water on community stand,44.5,KwaZulu-Natal,Ugu,uMuziwabantu,DsAccessToPipedWaters
Census 2022,Municipality,uMuziwabantu,No access to piped water,24.8,KwaZulu-Natal,Ugu,uMuziwabantu,DsAccessToPipedWaters
Census 2022,Municipality,Umzumbe,Piped (tap) water inside the dwelling,21.0,KwaZulu-Natal,Ugu,Umzumbe,DsAccessToPipedWaters
Census 2022,Municipality,Umzumbe,Piped (tap) water inside the yard,27.2,KwaZulu-Natal,Ugu,Umzumbe,DsAccessToPipedWaters
Census 2022,Municipality,Umzumbe,Piped (tap) water on community stand,24.7,KwaZulu-Natal,Ugu,Umzumbe,DsAccessToPipedWaters
Census 2022,Municipality,Umzumbe,No access to piped water,27.1,KwaZulu-Natal,Ugu,Umzumbe,DsAccessToPipedWaters
Census 2022,Municipality,Impendle,Piped (tap) water inside the dwelling,18.1,KwaZulu-Natal,Umgungundlovu,Impendle,DsAccessToPipedWaters
Census 2022,Municipality,Impendle,Piped (tap) water inside the yard,46.6,KwaZulu-Natal,Umgungundlovu,Impendle,DsAccessToPipedWaters
Census 2022,Municipality,Impendle,Piped (tap) water on community stand,23.1,KwaZulu-Natal,Umgungundlovu,Impendle,DsAccessToPipedWaters
Census 2022,Municipality,Impendle,No access to piped water,12.2,KwaZulu-Natal,Umgungundlovu,Impendle,DsAccessToPipedWaters
Census 2022,Municipality,Mkhambathini,Piped (tap) water inside the dwelling,23.8,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsAccessToPipedWaters
Census 2022,Municipality,Mkhambathini,Piped (tap) water inside the yard,41.8,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsAccessToPipedWaters
Census 2022,Municipality,Mkhambathini,Piped (tap) water on community stand,11.1,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsAccessToPipedWaters
Census 2022,Municipality,Mkhambathini,No access to piped water,23.3,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsAccessToPipedWaters
Census 2022,Municipality,Mpofana,Piped (tap) water inside the dwelling,59.9,KwaZulu-Natal,Umgungundlovu,Mpofana,DsAccessToPipedWaters
Census 2022,Municipality,Mpofana,Piped (tap) water inside the yard,20.6,KwaZulu-Natal,Umgungundlovu,Mpofana,DsAccessToPipedWaters
Census 2022,Municipality,Mpofana,Piped (tap) water on community stand,5.6,KwaZulu-Natal,Umgungundlovu,Mpofana,DsAccessToPipedWaters
Census 2022,Municipality,Mpofana,No access to piped water,13.9,KwaZulu-Natal,Umgungundlovu,Mpofana,DsAccessToPipedWaters
Census 2022,Municipality,Richmond,Piped (tap) water inside the dwelling,24.0,KwaZulu-Natal,Umgungundlovu,Richmond,DsAccessToPipedWaters
Census 2022,Municipality,Richmond,Piped (tap) water inside the yard,47.0,KwaZulu-Natal,Umgungundlovu,Richmond,DsAccessToPipedWaters
Census 2022,Municipality,Richmond,Piped (tap) water on community stand,22.2,KwaZulu-Natal,Umgungundlovu,Richmond,DsAccessToPipedWaters
Census 2022,Municipality,Richmond,No access to piped water,6.8,KwaZulu-Natal,Umgungundlovu,Richmond,DsAccessToPipedWaters
Census 2022,Municipality,The Msunduzi,Piped (tap) water inside the dwelling,54.5,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsAccessToPipedWaters
Census 2022,Municipality,The Msunduzi,Piped (tap) water inside the yard,36.7,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsAccessToPipedWaters
Census 2022,Municipality,The Msunduzi,Piped (tap) water on community stand,4.5,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsAccessToPipedWaters
Census 2022,Municipality,The Msunduzi,No access to piped water,4.3,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsAccessToPipedWaters
Census 2022,Municipality,uMngeni,Piped (tap) water inside the dwelling,76.4,KwaZulu-Natal,Umgungundlovu,uMngeni,DsAccessToPipedWaters
Census 2022,Municipality,uMngeni,Piped (tap) water inside the yard,13.1,KwaZulu-Natal,Umgungundlovu,uMngeni,DsAccessToPipedWaters
Census 2022,Municipality,uMngeni,Piped (tap) water on community stand,4.5,KwaZulu-Natal,Umgungundlovu,uMngeni,DsAccessToPipedWaters
Census 2022,Municipality,uMngeni,No access to piped water,6.0,KwaZulu-Natal,Umgungundlovu,uMngeni,DsAccessToPipedWaters
Census 2022,Municipality,uMshwathi,Piped (tap) water inside the dwelling,29.4,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsAccessToPipedWaters
Census 2022,Municipality,uMshwathi,Piped (tap) water inside the yard,42.8,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsAccessToPipedWaters
Census 2022,Municipality,uMshwathi,Piped (tap) water on community stand,12.3,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsAccessToPipedWaters
Census 2022,Municipality,uMshwathi,No access to piped water,15.5,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsAccessToPipedWaters
Census 2022,Municipality,Big Five Hlabisa,Piped (tap) water inside the dwelling,20.0,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsAccessToPipedWaters
Census 2022,Municipality,Big Five Hlabisa,Piped (tap) water inside the yard,20.9,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsAccessToPipedWaters
Census 2022,Municipality,Big Five Hlabisa,Piped (tap) water on community stand,7.5,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsAccessToPipedWaters
Census 2022,Municipality,Big Five Hlabisa,No access to piped water,51.5,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsAccessToPipedWaters
Census 2022,Municipality,Jozini,Piped (tap) water inside the dwelling,21.2,KwaZulu-Natal,Umkhanyakude,Jozini,DsAccessToPipedWaters
Census 2022,Municipality,Jozini,Piped (tap) water inside the yard,28.0,KwaZulu-Natal,Umkhanyakude,Jozini,DsAccessToPipedWaters
Census 2022,Municipality,Jozini,Piped (tap) water on community stand,5.8,KwaZulu-Natal,Umkhanyakude,Jozini,DsAccessToPipedWaters
Census 2022,Municipality,Jozini,No access to piped water,45.0,KwaZulu-Natal,Umkhanyakude,Jozini,DsAccessToPipedWaters
Census 2022,Municipality,Mtubatuba,Piped (tap) water inside the dwelling,29.3,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsAccessToPipedWaters
Census 2022,Municipality,Mtubatuba,Piped (tap) water inside the yard,23.1,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsAccessToPipedWaters
Census 2022,Municipality,Mtubatuba,Piped (tap) water on community stand,9.7,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsAccessToPipedWaters
Census 2022,Municipality,Mtubatuba,No access to piped water,37.8,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsAccessToPipedWaters
Census 2022,Municipality,Umhlabuyalingana,Piped (tap) water inside the dwelling,26.5,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsAccessToPipedWaters
Census 2022,Municipality,Umhlabuyalingana,Piped (tap) water inside the yard,28.1,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsAccessToPipedWaters
Census 2022,Municipality,Umhlabuyalingana,Piped (tap) water on community stand,10.8,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsAccessToPipedWaters
Census 2022,Municipality,Umhlabuyalingana,No access to piped water,34.6,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsAccessToPipedWaters
Census 2022,Municipality,Endumeni,Piped (tap) water inside the dwelling,60.4,KwaZulu-Natal,Umzinyathi,Endumeni,DsAccessToPipedWaters
Census 2022,Municipality,Endumeni,Piped (tap) water inside the yard,26.8,KwaZulu-Natal,Umzinyathi,Endumeni,DsAccessToPipedWaters
Census 2022,Municipality,Endumeni,Piped (tap) water on community stand,3.7,KwaZulu-Natal,Umzinyathi,Endumeni,DsAccessToPipedWaters
Census 2022,Municipality,Endumeni,No access to piped water,9.1,KwaZulu-Natal,Umzinyathi,Endumeni,DsAccessToPipedWaters
Census 2022,Municipality,Msinga,Piped (tap) water inside the dwelling,12.6,KwaZulu-Natal,Umzinyathi,Msinga,DsAccessToPipedWaters
Census 2022,Municipality,Msinga,Piped (tap) water inside the yard,9.8,KwaZulu-Natal,Umzinyathi,Msinga,DsAccessToPipedWaters
Census 2022,Municipality,Msinga,Piped (tap) water on community stand,19.6,KwaZulu-Natal,Umzinyathi,Msinga,DsAccessToPipedWaters
Census 2022,Municipality,Msinga,No access to piped water,57.9,KwaZulu-Natal,Umzinyathi,Msinga,DsAccessToPipedWaters
Census 2022,Municipality,Nqutu,Piped (tap) water inside the dwelling,20.4,KwaZulu-Natal,Umzinyathi,Nqutu,DsAccessToPipedWaters
Census 2022,Municipality,Nqutu,Piped (tap) water inside the yard,27.8,KwaZulu-Natal,Umzinyathi,Nqutu,DsAccessToPipedWaters
Census 2022,Municipality,Nqutu,Piped (tap) water on community stand,21.5,KwaZulu-Natal,Umzinyathi,Nqutu,DsAccessToPipedWaters
Census 2022,Municipality,Nqutu,No access to piped water,30.2,KwaZulu-Natal,Umzinyathi,Nqutu,DsAccessToPipedWaters
Census 2022,Municipality,Umvoti,Piped (tap) water inside the dwelling,37.4,KwaZulu-Natal,Umzinyathi,Umvoti,DsAccessToPipedWaters
Census 2022,Municipality,Umvoti,Piped (tap) water inside the yard,16.2,KwaZulu-Natal,Umzinyathi,Umvoti,DsAccessToPipedWaters
